"","X1","X2","count"
"10939",6,NA,522
"10940",7,10,522
"10941",8,9,522
"10942",9,8,522
"10943",10,7,522
"10944",11,NA,522
"10945",12,3,522
"10946",12,6,522
"10947",12,13,522
"10948",12,16,522
"10949",13,2,522
"10950",13,12,522
"10951",14,11,522
"10952",15,3,522
"10953",16,12,522
"10954",1,1,523
"10955",2,3,523
"10956",3,2,523
"10957",3,5,523
"10958",4,16,523
"10959",5,3,523
"10960",6,12,523
"10961",7,10,523
"10962",8,10,523
"10963",8,11,523
"10964",9,9,523
"10965",10,7,523
"10966",10,8,523
"10967",10,13,523
"10968",11,8,523
"10969",11,12,523
"10970",12,6,523
"10971",12,11,523
"10972",13,10,523
"10973",14,14,523
"10974",15,3,523
"10975",16,4,523
"10976",16,8,523
"10977",1,1,524
"10978",2,3,524
"10979",2,12,524
"10980",3,2,524
"10981",4,4,524
"10982",5,3,524
"10983",6,6,524
"10984",7,16,524
"10985",8,8,524
"10986",9,12,524
"10987",10,11,524
"10988",10,14,524
"10989",11,10,524
"10990",11,14,524
"10991",12,2,524
"10992",13,13,524
"10993",14,10,524
"10994",14,11,524
"10995",15,15,524
"10996",16,NA,524
"10997",1,1,525
"10998",2,13,525
"10999",2,16,525
"11000",3,5,525
"11001",4,5,525
"11002",5,3,525
"11003",5,4,525
"11004",6,15,525
"11005",7,7,525
"11006",8,3,525
"11007",8,11,525
"11008",9,9,525
"11009",10,11,525
"11010",10,14,525
"11011",11,8,525
"11012",11,10,525
"11013",12,13,525
"11014",13,2,525
"11015",13,12,525
"11016",14,10,525
"11017",15,6,525
"11018",16,NA,525
"11019",1,13,526
"11020",1,16,526
"11021",2,14,526
"11022",3,5,526
"11023",3,15,526
"11024",4,14,526
"11025",5,3,526
"11026",6,12,526
"11027",6,13,526
"11028",7,NA,526
"11029",8,10,526
"11030",9,9,526
"11031",10,11,526
"11032",11,7,526
"11033",11,10,526
"11034",11,14,526
"11035",12,6,526
"11036",13,1,526
"11037",13,6,526
"11038",14,2,526
"11039",15,3,526
"11040",16,1,526
"11041",1,1,527
"11042",2,3,527
"11043",3,2,527
"11044",3,14,527
"11045",4,NA,527
"11046",5,4,527
"11047",5,6,527
"11048",6,NA,527
"11049",7,10,527
"11050",8,11,527
"11051",9,9,527
"11052",10,7,527
"11053",11,14,527
"11054",12,2,527
"11055",12,6,527
"11056",13,13,527
"11057",14,3,527
"11058",14,11,527
"11059",15,15,527
"11060",16,2,527
"11061",1,3,528
"11062",2,3,528
"11063",2,4,528
"11064",3,2,528
"11065",3,15,528
"11066",4,5,528
"11067",5,NA,528
"11068",6,NA,528
"11069",7,10,528
"11070",8,11,528
"11071",9,9,528
"11072",10,NA,528
"11073",11,8,528
"11074",12,6,528
"11075",12,13,528
"11076",13,12,528
"11077",14,3,528
"11078",15,3,528
"11079",16,16,528
"11080",1,1,529
"11081",2,3,529
"11082",3,2,529
"11083",4,4,529
"11084",5,13,529
"11085",6,3,529
"11086",7,7,529
"11087",8,9,529
"11088",8,10,529
"11089",9,NA,529
"11090",10,8,529
"11091",10,11,529
"11092",10,16,529
"11093",11,10,529
"11094",11,14,529
"11095",12,13,529
"11096",13,5,529
"11097",13,12,529
"11098",14,11,529
"11099",15,15,529
"11100",16,10,529
"11101",1,1,530
"11102",2,13,530
"11103",3,3,530
"11104",4,NA,530
"11105",5,12,530
"11106",6,12,530
"11107",6,13,530
"11108",7,10,530
"11109",8,4,530
"11110",8,10,530
"11111",9,9,530
"11112",10,7,530
"11113",10,8,530
"11114",11,10,530
"11115",11,14,530
"11116",12,6,530
"11117",13,2,530
"11118",13,6,530
"11119",14,8,530
"11120",14,11,530
"11121",15,15,530
"11122",16,16,530
"11123",1,1,531
"11124",2,2,531
"11125",3,12,531
"11126",4,NA,531
"11127",5,3,531
"11128",5,4,531
"11129",6,13,531
"11130",7,7,531
"11131",8,11,531
"11132",9,8,531
"11133",10,11,531
"11134",11,8,531
"11135",11,10,531
"11136",11,14,531
"11137",11,16,531
"11138",12,13,531
"11139",13,12,531
"11140",14,11,531
"11141",15,15,531
"11142",16,NA,531
"11143",1,3,532
"11144",2,3,532
"11145",3,2,532
"11146",4,6,532
"11147",5,4,532
"11148",6,4,532
"11149",7,10,532
"11150",8,NA,532
"11151",9,16,532
"11152",10,7,532
"11153",10,11,532
"11154",11,8,532
"11155",11,10,532
"11156",12,2,532
"11157",13,6,532
"11158",14,10,532
"11159",14,11,532
"11160",15,15,532
"11161",16,NA,532
"11162",1,1,533
"11163",2,8,533
"11164",3,12,533
"11165",4,5,533
"11166",5,4,533
"11167",6,NA,533
"11168",7,NA,533
"11169",8,9,533
"11170",9,NA,533
"11171",10,12,533
"11172",11,7,533
"11173",12,3,533
"11174",12,6,533
"11175",12,13,533
"11176",13,12,533
"11177",14,14,533
"11178",15,15,533
"11179",16,16,533
"11180",1,1,534
"11181",2,2,534
"11182",3,3,534
"11183",4,4,534
"11184",5,5,534
"11185",6,12,534
"11186",6,13,534
"11187",7,8,534
"11188",7,10,534
"11189",7,11,534
"11190",8,7,534
"11191",9,9,534
"11192",10,7,534
"11193",10,11,534
"11194",11,7,534
"11195",11,10,534
"11196",12,6,534
"11197",12,15,534
"11198",13,6,534
"11199",13,12,534
"11200",13,16,534
"11201",14,14,534
"11202",15,12,534
"11203",16,NA,534
"11204",1,15,535
"11205",2,13,535
"11206",3,15,535
"11207",4,5,535
"11208",4,13,535
"11209",5,4,535
"11210",6,1,535
"11211",6,13,535
"11212",7,4,535
"11213",7,10,535
"11214",7,15,535
"11215",8,9,535
"11216",8,11,535
"11217",9,8,535
"11218",10,7,535
"11219",11,8,535
"11220",11,14,535
"11221",12,12,535
"11222",13,2,535
"11223",13,4,535
"11224",13,6,535
"11225",14,11,535
"11226",15,1,535
"11227",15,3,535
"11228",15,7,535
"11229",16,16,535
"11230",1,2,536
"11231",2,3,536
"11232",2,15,536
"11233",3,2,536
"11234",3,6,536
"11235",4,13,536
"11236",5,5,536
"11237",6,3,536
"11238",6,13,536
"11239",7,10,536
"11240",7,11,536
"11241",8,9,536
"11242",8,10,536
"11243",9,8,536
"11244",9,10,536
"11245",10,7,536
"11246",10,8,536
"11247",11,7,536
"11248",12,12,536
"11249",13,6,536
"11250",14,14,536
"11251",15,2,536
"11252",16,16,536
"11253",1,12,537
"11254",2,9,537
"11255",3,7,537
"11256",4,4,537
"11257",5,5,537
"11258",6,12,537
"11259",7,3,537
"11260",7,10,537
"11261",8,9,537
"11262",9,2,537
"11263",9,8,537
"11264",10,7,537
"11265",10,11,537
"11266",10,15,537
"11267",11,10,537
"11268",12,6,537
"11269",13,13,537
"11270",14,14,537
"11271",15,NA,537
"11272",16,10,537
"11273",1,8,538
"11274",2,2,538
"11275",3,5,538
"11276",3,9,538
"11277",4,5,538
"11278",5,3,538
"11279",5,4,538
"11280",5,11,538
"11281",6,10,538
"11282",6,12,538
"11283",6,13,538
"11284",7,7,538
"11285",8,1,538
"11286",8,14,538
"11287",9,NA,538
"11288",10,6,538
"11289",10,8,538
"11290",11,NA,538
"11291",12,13,538
"11292",13,12,538
"11293",14,8,538
"11294",15,15,538
"11295",16,5,538
"11296",1,1,539
"11297",2,3,539
"11298",3,2,539
"11299",4,5,539
"11300",5,3,539
"11301",5,4,539
"11302",6,12,539
"11303",7,7,539
"11304",8,9,539
"11305",9,8,539
"11306",10,11,539
"11307",11,10,539
"11308",12,6,539
"11309",12,13,539
"11310",13,NA,539
"11311",14,14,539
"11312",15,15,539
"11313",16,16,539
"11314",1,1,540
"11315",2,14,540
"11316",3,12,540
"11317",4,NA,540
"11318",5,5,540
"11319",6,12,540
"11320",7,10,540
"11321",8,8,540
"11322",9,9,540
"11323",10,7,540
"11324",10,11,540
"11325",11,10,540
"11326",11,14,540
"11327",12,3,540
"11328",12,6,540
"11329",12,13,540
"11330",13,4,540
"11331",13,12,540
"11332",14,11,540
"11333",15,15,540
"11334",16,14,540
"11335",1,1,541
"11336",2,2,541
"11337",3,NA,541
"11338",4,5,541
"11339",4,10,541
"11340",4,16,541
"11341",5,4,541
"11342",6,12,541
"11343",7,10,541
"11344",7,11,541
"11345",8,NA,541
"11346",9,8,541
"11347",10,11,541
"11348",10,16,541
"11349",11,7,541
"11350",11,10,541
"11351",12,6,541
"11352",13,10,541
"11353",14,3,541
"11354",15,15,541
"11355",16,4,541
"11356",1,4,542
"11357",2,5,542
"11358",2,12,542
"11359",3,6,542
"11360",4,1,542
"11361",4,5,542
"11362",5,2,542
"11363",6,3,542
"11364",6,12,542
"11365",7,NA,542
"11366",8,11,542
"11367",9,9,542
"11368",10,11,542
"11369",10,14,542
"11370",11,7,542
"11371",11,8,542
"11372",11,10,542
"11373",11,14,542
"11374",12,2,542
"11375",12,6,542
"11376",12,13,542
"11377",12,15,542
"11378",13,NA,542
"11379",14,10,542
"11380",14,11,542
"11381",15,12,542
"11382",16,16,542
"11383",1,8,543
"11384",2,3,543
"11385",2,5,543
"11386",2,12,543
"11387",3,2,543
"11388",3,12,543
"11389",3,15,543
"11390",4,4,543
"11391",5,2,543
"11392",6,3,543
"11393",7,7,543
"11394",8,1,543
"11395",8,9,543
"11396",8,10,543
"11397",9,8,543
"11398",10,8,543
"11399",10,14,543
"11400",11,11,543
"11401",12,2,543
"11402",12,13,543
"11403",13,12,543
"11404",14,10,543
"11405",15,3,543
"11406",16,16,543
"11407",1,15,544
"11408",2,3,544
"11409",3,2,544
"11410",4,5,544
"11411",5,4,544
"11412",5,8,544
"11413",5,11,544
"11414",6,NA,544
"11415",7,10,544
"11416",8,5,544
"11417",9,10,544
"11418",10,7,544
"11419",10,11,544
"11420",10,14,544
"11421",11,10,544
"11422",12,2,544
"11423",12,6,544
"11424",12,13,544
"11425",13,NA,544
"11426",14,10,544
"11427",14,11,544
"11428",15,NA,544
"11429",16,16,544
"11430",1,1,545
"11431",2,3,545
"11432",2,5,545
"11433",3,2,545
"11434",3,15,545
"11435",4,4,545
"11436",5,2,545
"11437",6,6,545
"11438",7,7,545
"11439",8,NA,545
"11440",9,9,545
"11441",10,14,545
"11442",11,10,545
"11443",11,14,545
"11444",12,15,545
"11445",13,13,545
"11446",14,10,545
"11447",14,11,545
"11448",15,3,545
"11449",15,12,545
"11450",15,14,545
"11451",16,8,545
"11452",1,3,546
"11453",2,3,546
"11454",2,6,546
"11455",3,1,546
"11456",3,2,546
"11457",4,5,546
"11458",5,4,546
"11459",5,11,546
"11460",6,2,546
"11461",7,7,546
"11462",8,9,546
"11463",8,10,546
"11464",9,8,546
"11465",10,8,546
"11466",11,NA,546
"11467",12,12,546
"11468",13,16,546
"11469",14,14,546
"11470",15,15,546
"11471",16,13,546
"11472",1,11,547
"11473",2,NA,547
"11474",3,NA,547
"11475",4,NA,547
"11476",5,2,547
"11477",5,3,547
"11478",5,4,547
"11479",6,12,547
"11480",7,10,547
"11481",7,15,547
"11482",8,11,547
"11483",9,9,547
"11484",10,7,547
"11485",11,1,547
"11486",11,14,547
"11487",12,6,547
"11488",12,15,547
"11489",13,13,547
"11490",14,10,547
"11491",15,7,547
"11492",16,14,547
"11493",1,1,548
"11494",2,3,548
"11495",2,12,548
"11496",3,14,548
"11497",4,16,548
"11498",5,5,548
"11499",6,12,548
"11500",7,10,548
"11501",8,11,548
"11502",9,9,548
"11503",10,7,548
"11504",10,11,548
"11505",10,14,548
"11506",11,7,548
"11507",11,8,548
"11508",11,10,548
"11509",11,14,548
"11510",12,2,548
"11511",13,13,548
"11512",14,3,548
"11513",14,10,548
"11514",15,8,548
"11515",16,NA,548
"11516",1,NA,549
"11517",2,4,549
"11518",2,12,549
"11519",3,3,549
"11520",4,2,549
"11521",4,5,549
"11522",5,4,549
"11523",6,7,549
"11524",7,4,549
"11525",7,10,549
"11526",8,8,549
"11527",9,14,549
"11528",10,7,549
"11529",10,11,549
"11530",11,14,549
"11531",12,2,549
"11532",13,1,549
"11533",14,11,549
"11534",15,15,549
"11535",16,16,549
"11536",1,9,550
"11537",2,3,550
"11538",3,12,550
"11539",4,NA,550
"11540",5,2,550
"11541",6,9,550
"11542",7,11,550
"11543",8,4,550
"11544",8,10,550
"11545",8,11,550
"11546",9,1,550
"11547",10,NA,550
"11548",11,7,550
"11549",11,8,550
"11550",12,3,550
"11551",12,13,550
"11552",13,NA,550
"11553",14,12,550
"11554",15,15,550
"11555",16,16,550
"11556",1,1,551
"11557",2,NA,551
"11558",3,2,551
"11559",4,5,551
"11560",4,9,551
"11561",5,4,551
"11562",6,7,551
"11563",7,10,551
"11564",8,10,551
"11565",9,4,551
"11566",10,7,551
"11567",10,8,551
"11568",11,11,551
"11569",12,12,551
"11570",13,13,551
"11571",14,14,551
"11572",15,15,551
"11573",16,16,551
"11574",1,5,552
"11575",2,3,552
"11576",2,12,552
"11577",3,2,552
"11578",3,14,552
"11579",3,15,552
"11580",4,4,552
"11581",5,1,552
"11582",6,12,552
"11583",7,7,552
"11584",8,8,552
"11585",9,12,552
"11586",10,10,552
"11587",11,14,552
"11588",12,2,552
"11589",12,13,552
"11590",13,12,552
"11591",14,3,552
"11592",14,11,552
"11593",15,3,552
"11594",16,16,552
"11595",1,1,553
"11596",2,3,553
"11597",3,2,553
"11598",3,6,553
"11599",3,12,553
"11600",3,15,553
"11601",4,5,553
"11602",5,4,553
"11603",6,3,553
"11604",6,13,553
"11605",7,10,553
"11606",7,15,553
"11607",8,9,553
"11608",9,8,553
"11609",10,7,553
"11610",11,10,553
"11611",12,3,553
"11612",13,6,553
"11613",13,12,553
"11614",14,14,553
"11615",15,3,553
"11616",15,9,553
"11617",16,16,553
"11618",1,11,554
"11619",2,3,554
"11620",2,12,554
"11621",3,2,554
"11622",3,13,554
"11623",4,4,554
"11624",5,5,554
"11625",6,12,554
"11626",7,11,554
"11627",8,11,554
"11628",9,13,554
"11629",10,8,554
"11630",10,14,554
"11631",11,1,554
"11632",11,7,554
"11633",11,8,554
"11634",11,14,554
"11635",12,2,554
"11636",12,6,554
"11637",13,3,554
"11638",13,8,554
"11639",13,9,554
"11640",13,12,554
"11641",14,10,554
"11642",14,11,554
"11643",14,15,554
"11644",15,3,554
"11645",16,15,554
"11646",1,1,555
"11647",2,3,555
"11648",3,16,555
"11649",4,NA,555
"11650",5,4,555
"11651",6,7,555
"11652",7,NA,555
"11653",8,9,555
"11654",8,11,555
"11655",9,8,555
"11656",10,11,555
"11657",10,14,555
"11658",11,10,555
"11659",12,13,555
"11660",12,14,555
"11661",13,12,555
"11662",14,12,555
"11663",15,15,555
"11664",16,NA,555
"11665",1,1,556
"11666",2,12,556
"11667",2,13,556
"11668",3,15,556
"11669",4,4,556
"11670",5,15,556
"11671",6,6,556
"11672",7,7,556
"11673",8,8,556
"11674",9,9,556
"11675",10,11,556
"11676",10,14,556
"11677",11,10,556
"11678",11,14,556
"11679",11,16,556
"11680",12,2,556
"11681",12,13,556
"11682",12,16,556
"11683",13,2,556
"11684",14,10,556
"11685",14,11,556
"11686",15,3,556
"11687",16,11,556
"11688",16,12,556
"11689",1,1,557
"11690",2,NA,557
"11691",3,2,557
"11692",3,13,557
"11693",4,4,557
"11694",5,5,557
"11695",6,13,557
"11696",6,14,557
"11697",7,14,557
"11698",8,16,557
"11699",9,9,557
"11700",10,10,557
"11701",11,14,557
"11702",12,13,557
"11703",13,3,557
"11704",13,6,557
"11705",13,12,557
"11706",14,6,557
"11707",14,11,557
"11708",15,14,557
"11709",16,NA,557
"11710",1,6,558
"11711",2,2,558
"11712",3,6,558
"11713",4,4,558
"11714",5,5,558
"11715",6,1,558
"11716",6,3,558
"11717",6,7,558
"11718",6,12,558
"11719",7,10,558
"11720",7,12,558
"11721",7,14,558
"11722",8,6,558
"11723",9,9,558
"11724",10,7,558
"11725",10,11,558
"11726",11,10,558
"11727",12,6,558
"11728",13,7,558
"11729",14,7,558
"11730",15,15,558
"11731",16,16,558
"11732",1,1,559
"11733",2,3,559
"11734",2,13,559
"11735",3,2,559
"11736",4,4,559
"11737",5,5,559
"11738",6,6,559
"11739",7,9,559
"11740",7,10,559
"11741",8,8,559
"11742",9,7,559
"11743",10,7,559
"11744",11,9,559
"11745",12,12,559
"11746",13,NA,559
"11747",14,14,559
"11748",15,15,559
"11749",16,16,559
"11750",1,1,560
"11751",2,11,560
"11752",3,5,560
"11753",4,5,560
"11754",5,3,560
"11755",5,4,560
"11756",6,6,560
"11757",7,10,560
"11758",8,NA,560
"11759",9,8,560
"11760",10,7,560
"11761",11,2,560
"11762",12,12,560
"11763",13,13,560
"11764",14,NA,560
"11765",15,15,560
"11766",16,14,560
"11767",1,NA,561
"11768",2,13,561
"11769",3,2,561
"11770",4,NA,561
"11771",5,16,561
"11772",6,4,561
"11773",7,1,561
"11774",8,8,561
"11775",9,9,561
"11776",10,NA,561
"11777",11,10,561
"11778",11,14,561
"11779",12,12,561
"11780",13,2,561
"11781",14,11,561
"11782",15,15,561
"11783",16,5,561
"11784",16,10,561
"11785",1,1,562
"11786",2,3,562
"11787",3,2,562
"11788",4,5,562
"11789",5,4,562
"11790",6,9,562
"11791",6,12,562
"11792",7,7,562
"11793",8,9,562
"11794",9,6,562
"11795",9,8,562
"11796",10,11,562
"11797",11,10,562
"11798",12,6,562
"11799",13,13,562
"11800",14,14,562
"11801",15,15,562
"11802",16,16,562
"11803",1,1,563
"11804",2,12,563
"11805",3,NA,563
"11806",4,16,563
"11807",5,3,563
"11808",6,NA,563
"11809",7,10,563
"11810",7,11,563
"11811",8,12,563
"11812",9,9,563
"11813",10,11,563
"11814",11,7,563
"11815",11,10,563
"11816",11,14,563
"11817",12,2,563
"11818",12,6,563
"11819",12,13,563
"11820",13,12,563
"11821",14,11,563
"11822",15,15,563
"11823",16,4,563
"11824",16,6,563
"11825",1,15,564
"11826",2,3,564
"11827",3,2,564
"11828",4,5,564
"11829",5,4,564
"11830",6,6,564
"11831",7,NA,564
"11832",8,8,564
"11833",9,2,564
"11834",10,12,564
"11835",10,14,564
"11836",11,7,564
"11837",11,14,564
"11838",12,NA,564
"11839",13,13,564
"11840",14,2,564
"11841",14,10,564
"11842",14,11,564
"11843",15,NA,564
"11844",16,16,564
"11845",1,NA,565
"11846",2,1,565
"11847",2,3,565
"11848",2,12,565
"11849",3,2,565
"11850",3,6,565
"11851",4,15,565
"11852",5,5,565
"11853",6,3,565
"11854",6,12,565
"11855",6,13,565
"11856",7,10,565
"11857",7,15,565
"11858",8,10,565
"11859",9,9,565
"11860",10,7,565
"11861",10,8,565
"11862",11,11,565
"11863",12,2,565
"11864",12,7,565
"11865",12,13,565
"11866",13,12,565
"11867",14,14,565
"11868",15,4,565
"11869",16,16,565
"11870",1,1,566
"11871",2,5,566
"11872",2,13,566
"11873",2,15,566
"11874",3,6,566
"11875",3,15,566
"11876",4,5,566
"11877",5,2,566
"11878",5,4,566
"11879",6,3,566
"11880",6,12,566
"11881",7,9,566
"11882",7,10,566
"11883",8,16,566
"11884",9,7,566
"11885",9,12,566
"11886",10,7,566
"11887",10,8,566
"11888",11,10,566
"11889",11,14,566
"11890",12,6,566
"11891",12,9,566
"11892",12,13,566
"11893",13,2,566
"11894",13,12,566
"11895",14,11,566
"11896",15,NA,566
"11897",16,5,566
"11898",16,8,566
"11899",1,1,567
"11900",2,2,567
"11901",3,15,567
"11902",4,NA,567
"11903",5,8,567
"11904",6,9,567
"11905",6,13,567
"11906",7,10,567
"11907",8,9,567
"11908",9,6,567
"11909",10,11,567
"11910",11,4,567
"11911",11,10,567
"11912",12,12,567
"11913",13,6,567
"11914",14,14,567
"11915",15,NA,567
"11916",16,16,567
"11917",1,NA,568
"11918",2,3,568
"11919",3,2,568
"11920",4,5,568
"11921",5,4,568
"11922",6,12,568
"11923",6,13,568
"11924",7,7,568
"11925",8,1,568
"11926",9,16,568
"11927",10,10,568
"11928",11,11,568
"11929",12,6,568
"11930",12,15,568
"11931",13,6,568
"11932",14,9,568
"11933",15,12,568
"11934",16,NA,568
"11935",1,1,569
"11936",2,3,569
"11937",2,5,569
"11938",2,13,569
"11939",3,2,569
"11940",3,6,569
"11941",3,12,569
"11942",3,16,569
"11943",4,5,569
"11944",5,2,569
"11945",5,4,569
"11946",6,12,569
"11947",7,10,569
"11948",8,11,569
"11949",9,8,569
"11950",10,7,569
"11951",11,8,569
"11952",12,2,569
"11953",12,3,569
"11954",12,6,569
"11955",12,13,569
"11956",13,12,569
"11957",14,12,569
"11958",15,15,569
"11959",16,NA,569
"11960",1,2,570
"11961",1,3,570
"11962",2,NA,570
"11963",3,1,570
"11964",3,15,570
"11965",4,5,570
"11966",5,4,570
"11967",6,12,570
"11968",6,14,570
"11969",7,11,570
"11970",8,10,570
"11971",9,9,570
"11972",10,7,570
"11973",10,8,570
"11974",11,7,570
"11975",12,6,570
"11976",12,13,570
"11977",13,12,570
"11978",14,6,570
"11979",15,3,570
"11980",16,16,570
"11981",1,1,571
"11982",2,3,571
"11983",3,2,571
"11984",3,12,571
"11985",4,4,571
"11986",5,5,571
"11987",6,12,571
"11988",7,10,571
"11989",8,9,571
"11990",9,8,571
"11991",9,10,571
"11992",10,7,571
"11993",10,9,571
"11994",11,14,571
"11995",12,6,571
"11996",12,13,571
"11997",13,12,571
"11998",14,11,571
"11999",15,15,571
"12000",16,16,571
"12001",1,11,572
"12002",2,3,572
"12003",3,2,572
"12004",4,4,572
"12005",5,15,572
"12006",6,6,572
"12007",7,10,572
"12008",8,8,572
"12009",9,9,572
"12010",10,7,572
"12011",10,11,572
"12012",11,10,572
"12013",11,14,572
"12014",12,3,572
"12015",12,13,572
"12016",13,12,572
"12017",14,NA,572
"12018",15,NA,572
"12019",16,16,572
"12020",1,1,573
"12021",2,3,573
"12022",3,2,573
"12023",4,4,573
"12024",5,NA,573
"12025",6,3,573
"12026",6,12,573
"12027",7,NA,573
"12028",8,NA,573
"12029",9,8,573
"12030",10,11,573
"12031",11,7,573
"12032",11,10,573
"12033",11,14,573
"12034",12,6,573
"12035",13,5,573
"12036",14,11,573
"12037",15,2,573
"12038",16,16,573
"12039",1,1,574
"12040",2,16,574
"12041",3,12,574
"12042",3,15,574
"12043",4,13,574
"12044",5,2,574
"12045",5,4,574
"12046",6,12,574
"12047",6,13,574
"12048",7,10,574
"12049",8,NA,574
"12050",9,8,574
"12051",10,7,574
"12052",10,11,574
"12053",11,10,574
"12054",12,3,574
"12055",12,13,574
"12056",13,6,574
"12057",14,14,574
"12058",15,3,574
"12059",16,NA,574
"12060",1,1,575
"12061",2,5,575
"12062",2,12,575
"12063",2,13,575
"12064",3,2,575
"12065",3,6,575
"12066",4,5,575
"12067",5,2,575
"12068",5,4,575
"12069",6,3,575
"12070",6,12,575
"12071",7,7,575
"12072",8,8,575
"12073",9,9,575
"12074",10,14,575
"12075",11,10,575
"12076",12,2,575
"12077",13,2,575
"12078",14,10,575
"12079",15,15,575
"12080",16,2,575
"12081",1,15,576
"12082",2,2,576
"12083",3,5,576
"12084",4,8,576
"12085",5,3,576
"12086",6,NA,576
"12087",7,10,576
"12088",8,4,576
"12089",8,11,576
"12090",9,9,576
"12091",10,7,576
"12092",10,8,576
"12093",10,11,576
"12094",11,8,576
"12095",11,10,576
"12096",11,14,576
"12097",12,12,576
"12098",13,13,576
"12099",14,6,576
"12100",14,11,576
"12101",15,NA,576
"12102",16,16,576
"12103",1,NA,577
"12104",2,5,577
"12105",2,13,577
"12106",3,3,577
"12107",4,1,577
"12108",5,2,577
"12109",5,10,577
"12110",6,12,577
"12111",7,11,577
"12112",7,16,577
"12113",8,9,577
"12114",8,11,577
"12115",9,8,577
"12116",10,14,577
"12117",11,7,577
"12118",11,8,577
"12119",12,6,577
"12120",12,13,577
"12121",13,2,577
"12122",13,12,577
"12123",14,10,577
"12124",15,15,577
"12125",16,NA,577
"12126",1,6,578
"12127",2,2,578
"12128",3,5,578
"12129",3,6,578
"12130",4,7,578
"12131",5,3,578
"12132",6,3,578
"12133",6,13,578
"12134",7,13,578
"12135",8,9,578
"12136",8,11,578
"12137",9,8,578
"12138",10,15,578
"12139",11,8,578
"12140",12,13,578
"12141",12,14,578
"12142",13,6,578
"12143",13,12,578
"12144",14,11,578
"12145",15,NA,578
"12146",16,16,578
"12147",1,NA,579
"12148",2,2,579
"12149",3,15,579
"12150",4,13,579
"12151",5,5,579
"12152",6,12,579
"12153",7,7,579
"12154",8,9,579
"12155",9,4,579
"12156",9,8,579
"12157",10,11,579
"12158",11,1,579
"12159",11,10,579
"12160",11,14,579
"12161",12,6,579
"12162",13,NA,579
"12163",14,11,579
"12164",15,3,579
"12165",16,14,579
"12166",1,1,580
"12167",2,13,580
"12168",3,11,580
"12169",4,13,580
"12170",5,3,580
"12171",5,6,580
"12172",6,5,580
"12173",6,12,580
"12174",7,11,580
"12175",8,9,580
"12176",8,10,580
"12177",8,12,580
"12178",9,NA,580
"12179",10,7,580
"12180",10,8,580
"12181",10,11,580
"12182",11,7,580
"12183",11,10,580
"12184",12,6,580
"12185",13,2,580
"12186",14,14,580
"12187",15,15,580
"12188",16,16,580
"12189",1,1,581
"12190",2,2,581
"12191",3,3,581
"12192",4,5,581
"12193",5,4,581
"12194",6,10,581
"12195",6,12,581
"12196",7,7,581
"12197",8,9,581
"12198",8,10,581
"12199",9,8,581
"12200",10,8,581
"12201",10,11,581
"12202",11,10,581
"12203",11,14,581
"12204",12,6,581
"12205",12,13,581
"12206",13,NA,581
"12207",14,11,581
"12208",15,15,581
"12209",16,16,581
"12210",1,1,582
"12211",2,3,582
"12212",2,12,582
"12213",3,2,582
"12214",4,NA,582
"12215",5,5,582
"12216",6,4,582
"12217",6,12,582
"12218",7,10,582
"12219",8,8,582
"12220",9,9,582
"12221",10,7,582
"12222",10,14,582
"12223",11,14,582
"12224",12,2,582
"12225",12,6,582
"12226",13,13,582
"12227",14,10,582
"12228",14,11,582
"12229",15,15,582
"12230",16,16,582
"12231",1,1,583
"12232",2,3,583
"12233",2,12,583
"12234",2,13,583
"12235",3,2,583
"12236",3,5,583
"12237",3,6,583
"12238",4,4,583
"12239",5,3,583
"12240",6,12,583
"12241",7,10,583
"12242",8,9,583
"12243",9,8,583
"12244",10,7,583
"12245",10,11,583
"12246",10,14,583
"12247",11,10,583
"12248",11,14,583
"12249",12,2,583
"12250",12,6,583
"12251",13,2,583
"12252",14,10,583
"12253",14,11,583
"12254",15,12,583
"12255",16,16,583
"12256",1,9,584
"12257",2,3,584
"12258",2,5,584
"12259",3,10,584
"12260",3,15,584
"12261",4,5,584
"12262",5,2,584
"12263",5,4,584
"12264",6,13,584
"12265",7,7,584
"12266",8,11,584
"12267",9,1,584
"12268",10,3,584
"12269",10,11,584
"12270",11,14,584
"12271",11,15,584
"12272",12,13,584
"12273",13,6,584
"12274",13,12,584
"12275",14,11,584
"12276",15,3,584
"12277",15,11,584
"12278",16,16,584
"12279",1,2,585
"12280",1,15,585
"12281",2,1,585
"12282",3,1,585
"12283",3,6,585
"12284",3,12,585
"12285",4,12,585
"12286",5,5,585
"12287",6,3,585
"12288",7,7,585
"12289",8,10,585
"12290",8,11,585
"12291",9,9,585
"12292",10,8,585
"12293",10,11,585
"12294",11,NA,585
"12295",12,3,585
"12296",12,4,585
"12297",13,14,585
"12298",14,13,585
"12299",15,1,585
"12300",16,16,585
"12301",1,1,586
"12302",2,13,586
"12303",3,3,586
"12304",4,4,586
"12305",5,5,586
"12306",6,12,586
"12307",7,10,586
"12308",7,13,586
"12309",8,8,586
"12310",9,9,586
"12311",10,14,586
"12312",11,2,586
"12313",12,6,586
"12314",13,2,586
"12315",13,7,586
"12316",14,10,586
"12317",15,10,586
"12318",16,10,586
"12319",1,7,587
"12320",1,9,587
"12321",2,5,587
"12322",3,6,587
"12323",4,5,587
"12324",5,2,587
"12325",5,4,587
"12326",6,3,587
"12327",6,7,587
"12328",6,12,587
